tag,word,pos
*,Noviembre,np00000
ad,7,z0
*,de,sp000
ad,1997,w
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Se,p0000000
*,podria,vmip000
vr,agregar,vmn0000
*,un,di0000
ad,24,z0
*,de,sp000
pr,corona,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Cambio,np00000
*,de,sp000
ad,500,z0
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Perfecto,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Claro,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
*,onda,nc0s000
*,a,sp000
*,cuanto,rg
vr,esta,dd0000
*,el,da0000
ad,12,z0
*,de,sp000
pr,michelub,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,me,pp000000
*,las,da0000
vr,mandas,nc0p000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Sii,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Hay,vaip000
pr,gorras,nc0p000
*,de,sp000
pr,budlight,nc0s000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Va,vmip000
af,chingon,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Puedes,vmip000
vr,mandar,vmn0000
*,cambio,nc0s000
*,de,sp000
ad,500,z0
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
vr,vienen,vmip000
*,?,fit
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Va,vmip000
af,perfecto,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hm,rn
af,bueno,aq0000
ng,no,rn
*,importa,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,mandas,vmip000
*,un,di0000
ad,24,z0
*,de,sp000
pr,michelob,nc0s000
*,porfvor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,hola,nc0s000
*,soy,vsip000
*,Carlos,np00000
*,Didier,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,i
*,por,sp000
*,tu,dp0000
*,llamada,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buen,aq0000
*,dia,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Disculpa,nc0s000
*,estas,dd0000
*,trabajando,vmg0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,se,p0000000
*,vale,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Era,vsii000
*,anoche,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
*,horarios,nc0p000
vr,estas,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Estaba,vmii000
vr,viendo,vmg0000
*,los,da0000
*,de,sp000
*,las,da0000
pr,flores,nc0p000
*,tambien,vmip000
*,ese,dd0000
*,cm,np00000
*,esta,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,i
af,ya,rg
vr,esta,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Para,sp000
*,saber,vmn0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Los,da0000
*,horarios,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,lo,da0000
*,de,sp000
*,las,da0000
pr,flores,nc0p000
*,me,pp000000
vr,explicas,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,como,cs
*,esta,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Recibi,np00000
*,un,di0000
pr,correo,nc0s000
*,respecto,nc0s000
*,a,sp000
*,que,pr000000
*,puedo,vmip000
vr,pedir,vmn0000
*,un,di0000
pr,ramo,nc0s000
*,de,sp000
pr,flores,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Sip,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ayer,rg
*,viernes,w
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Algo,pi000000
*,asi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Aja,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hay,vaip000
*,apenas,rg
vr,vi,vmis000
*,tu,dp0000
*,mensaje,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
af,bien,rg
*,tarde,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Avisa,vmip000
vr,me,pp000000
*,para,sp000
*,este,dd0000
*,viernes,w
*,aver,nc0s000
*,que,pr000000
vr,tienes,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,que,cs
pr,promocion,nc0s000
vr,tienes,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,La,da0000
*,de,sp000
*,el,da0000
ad,24,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
*,la,da0000
ad,mitad,nc0s000
*,de,sp000
pr,bud,nc0s000
pr,ligth,nc0p000
*,y,cc
*,la,da0000
*,otras,pi000000
*,de,sp000
pr,corona,nc0s000
ad,ligth,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Esa,pd000000
*,esta,dd0000
*,en,sp000
ad,185,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Mitad,nc0s000
*,y,cc
ad,mitad,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Se,p0000000
*,puede,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,La,da0000
*,musica,nc0s000
*,de,sp000
*,el,da0000
af,si,cs
*,pero,cc
*,el,da0000
*,en,sp000
af,si,cs
ng,no,rn
*,jaja,vmsp000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,quiero,vmip000
*,la,da0000
*,mitad,nc0s000
*,de,sp000
pr,Bud,np00000
*,y,cc
*,la,da0000
*,otra,pi000000
*,mitad,nc0s000
*,de,sp000
pr,corona,nc0s000
pr,light,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Entonces,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Entonces,rg
vr,manda,vmip000
vr,me,pp000000
pr,tecates,vmip000
*,jaja,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,te,p0000000
vr,creas,vmsp000
af,ok,pp000000
*,y,cc
nr,no,rn
vr,puedes,vmip000
vr,mandar,vmn0000
*,un,di0000
ad,18,z0
*,de,sp000
pr,Bud,np00000
*,y,cc
*,el,da0000
*,resto,nc0s000
*,de,sp000
pr,corona,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,me,pp000000
vr,han,vaip000
vr,mandado,vmp0000
*,asi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,En,sp000
ad,185,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,O,cc
*,las,pp000000
*,pido,vmip000
*,por,sp000
*,internet,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Tu,dp0000
vr,di,nc00000
vr,me,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,que,cs
af,onda,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Siempre,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Viernes,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Osea,np00000
*,manana,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,pm,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,En,sp000
*,punto,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Cuanto,cs
*,va,vmip000
*,a,sp000
vr,ser,vsn0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
pr,Corona,np00000
*,que,cs
vr,sea,vssp000
ad,light,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
af,gracias,nc0p000
*,linda,aq0000
*,besos,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Buenas,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Tardes,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Mi,dp0000
pr,pedido,nc0s000
*,te,p0000000
*,lo,pp000000
vr,programe,vmsp000
*,a,sp000
*,las,da0000
ad,2,z0
*,verdad,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
vr,podran,vmip000
vr,traer,vmn0000
*,me,pp000000
*,lo,da0000
ad,ahorita,vmsp000
*,a,sp000
*,la,da0000
ad,1,z0
*,pm,dn0000
*,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,vsis000
*,la,da0000
vr,espero,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ora,np00000
*,le,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Jiji,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Linda,np00000
*,tarde,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Yo,pp000000
*,te,p0000000
vr,aviso,nc0s000
*,en,sp000
*,estos,dd0000
*,dias,nc0p000
*,porque,cs
*,cumple,vmip000
*,anos,aq0000
*,mi,dp0000
*,bebe,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,a,sp000
*,ti,pp000000
*,por,sp000
*,tu,dp0000
*,amabilidad,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Linda,np00000
*,tarde,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
*,guapa,vmsp000
*,no,rn
*,esta,dd0000
*,sema,nc0s000
ng,no,rn
*,te,p0000000
vr,programar,vmn0000
*,se,pp000000
*,para,sp000
*,el,da0000
ad,22,z0
*,de,sp000
*,mayo,w
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,pp000000
*,muchas,aq0000
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
vr,hice,vmip000
ad,un,di0000
pr,pedido,nc0s000
*,para,sp000
*,manana,nc0s000
*,me,p0000000
vr,marcaron,vmis000
*,por,sp000
*,telefono,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,tardes,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
*,podria,vmip000
vr,mandar,vmn0000
*,la,da0000
pr,promocion,nc0s000
*,de,sp000
ad,30,z0
pr,budligth,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,300,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
*,me,pp000000
vr,Mearcaron,vmis000
*,ayer,rg
*,ya,rg
vr,pedi,vmip000
*,para,sp000
ad,hoy,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,noches,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
*,podrias,aq0000
vr,mandar,vmn0000
ad,una,di0000
pr,promocion,nc0s000
*,de,sp000
ad,24,z0
pr,budligth,nc0p000
*,por,sp000
ad,195,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Calle,np00000
*,Miguel,np00000
*,miramon,vmip000
*,colonia,nc0s000
*,Ninos,np00000
*,heroes,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,cerca,rg
*,de,sp000
*,ahi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,es,vsip000
*,de,sp000
vr,estoy,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
*,podrias,aq0000
vr,mandar,vmn0000
ad,una,di0000
pr,promocion,nc0s000
*,de,sp000
ad,24,z0
pr,budligth,nc0p000
*,mas,rg
ad,9,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pero,cc
*,es,vsip000
*,otra,di0000
*,direccion,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Es,vsip000
pr,nochebuena,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,de,sp000
*,Guadalupe,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Pablo,np00000
*,libas,aq0000
*,y,cc
*,aloe,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Es,vsip000
*,un,di0000
*,taller,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Serian,np00000
ad,2,z0
pr,promociones,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,De,sp000
ad,24,z0
*,mas,rg
ad,9,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
vr,habia,vmip000
vr,hecho,nc0s000
ad,un,di0000
pr,pedido,aq0000
*,ayer,nc0s000
*,en,sp000
*,otra,pi000000
*,direccion,vmic000
*,la,da0000
*,estan,vmip000
*,esperando,vmg0000
*,en,sp000
*,Avenida,np00000
*,Mexico,np00000
*,Con,sp000
pr,hielo,nc0s000
*,por,sp000
*,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
vr,ha,vaip000
vr,llegado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,La,da0000
*,estan,vmip000
*,esperando,vmg0000
*,en,sp000
*,Avenida,np00000
*,Mexico,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,De,sp000
ad,2,z0
pr,promociones,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,otras,di0000
ad,2,z0
*,con,sp000
*,ti,pp000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
*,la,da0000
*,direccion,nc0s000
*,que,pr000000
*,te,p0000000
*,di,vmis000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
vr,marque,np00000
*,hace,vmip000
*,rato,nc0s000
*,y,cc
*,que,cs
*,ya,rg
vr,iba,vmii000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Nado,aq0000
*,menos,sp000
*,cuanto,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,O,cc
vr,puedo,vmip000
vr,cambiar,vmn0000
*,la,da0000
*,direccion,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Este,pd000000
*,se,p0000000
vr,tienen,vmip000
*,que,pr000000
*,ir,vmn0000
*,y,cc
*,nada,pi000000
*,mas,rg
vr,estan,vmip000
vr,esperandolo,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Se,p0000000
*,tardaria,vmip000
*,mucho,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,hacer,vmn0000
*,otro,pi000000
*,o,cc
*,que,pr000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Tu,dp0000
*,lo,da0000
vr,cancelas,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Calle,np00000
*,Miguel,np00000
*,miramon,np00000
*,Ninos,np00000
*,heroes,aq0000
ad,2,z0
pr,promociones,nc0p000
*,de,sp000
ad,24,z0
*,mas,rg
ad,9,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Esa,dd0000
*,seria,aq0000
*,la,da0000
*,direccion,nc0s000
*,para,sp000
*,que,pr000000
*,me,p0000000
*,la,pp000000
*,mandes,vmip000
*,ahi,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Marco,np00000
*,para,sp000
vr,cancelar,vmn0000
*,la,da0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
vr,deja,vmip000
*,la,da0000
vr,cancelo,np00000
*,por,sp000
*,telefono,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Ya,rg
vr,cancele,vmm0000
*,el,da0000
*,de,sp000
*,la,da0000
*,Mexico,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,La,da0000
*,espero,vmip000
*,en,sp000
*,las,da0000
*,otras,di0000
ad,2,z0
*,direcciones,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Disculpe,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,en,sp000
*,la,da0000
*,otra,pi000000
*,direccion,vmic000
ng,no,rn
vr,ha,vaip000
vr,llegado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
*,gracia,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
ad,puedes,vmip000
vr,mandar,vmn0000
ad,una,di0000
pr,promocion,nc0s000
*,de,sp000
pr,budligth,nc0s000
*,de,sp000
ad,24,z0
*,mas,rg
ad,9,z0
*,con,sp000
ad,hielo,nc0s000
*,a,sp000
*,la,da0000
*,direccion,nc0s000
*,En,sp000
*,Guadalupe,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Porfa,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Comanche,np00000
*,y,cc
*,olmeca,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Si,cs
*,y,cc
*,azteca,aq0000
*,cerca,rg
-,-,-
-,-,-
-,-,-
-,-,-
,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,i
*,ya,rg
*,la,da0000
vr,mando,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
*,gracias,nc0p000
*,ahorita,vmsp000
*,te,pp000000
vr,aviso,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,me,p0000000
vr,ha,vaip000
vr,llegado,vmp0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Cuanto,cs
*,se,p0000000
*,tarda,vmip000
*,mas,rg
*,porfa,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,que,pr000000
*,paso,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,O,cc
*,se,p0000000
*,va,vmip000
*,a,sp000
*,tardar,vmn0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,ya,rg
vr,llego,vmis000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Muchas,di0000
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Te,pp000000
*,agradesco,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,ya,rg
vr,quedo,vmip000
*,ayer,rg
*,lo,da0000
vr,llevo,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Todavia,rg
vr,hay,vaip000
pr,servicio,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
*,Ahorita,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Yo,pp000000
*,te,p0000000
*,aviso,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Hola,i
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,que,pr000000
pr,promociones,nc0p000
vr,tienes,vmip000
*,hoy,rg
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Puedes,vmip000
vr,mandar,vmn0000
*,me,pp000000
ad,3,z0
pr,promociones,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,24,z0
*,de,sp000
pr,bud,nc0s000
*,y,cc
pr,pizza,nc0s000
*,De,sp000
pr,pizza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Serian,np00000
ad,72,z0
pr,botes,nc0p000
*,y,cc
ad,3,z0
pr,cupones,nc0p000
*,vdd,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,675,z0
*,pesos,zm
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
*,y,cc
pr,hielo,nc0s000
*,porfa,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Cuanto,cs
*,se,p0000000
vr,tardaria,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Calle,np00000
*,Miguel,np00000
*,miramon,np00000
*,Ninos,np00000
*,heroes,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
*,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
vr,quedo,vmis000
af,gracias,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,noches,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Me,pp000000
vr,puedes,vmip000
vr,mandar,vmn0000
ad,2,z0
pr,promociones,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,rn
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,No,rn
vr,pasa,vmip000
*,nada,pi000000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Con,sp000
*,la,da0000
*,aplicacion,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Se,p0000000
vr,puede,vmip000
vr,comprar,vmn0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,A,sp000
ad,ok,pp000000
*,jaja,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Y,cc
*,que,cs
pr,promos,vmsp000
vr,hay,vaip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Nada,pi000000
af,mas,rg
af,esa,dd0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
pr,promos,vssp000
vr,tienen,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,De,sp000
*,BUD,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ng,Sin,sp000
pr,pizza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Manda,np00000
*,me,pp000000
ad,un,di0000
-,30,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Por,sp000
af,favor,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ya,rg
af,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,porfavor,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Buenas,aq0000
*,tardes,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Una,di0000
pr,promocion,nc0s000
*,de,sp000
-,30,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Con,sp000
pr,cupon,pi000000
*,de,sp000
pr,pizza,nc0s000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
ad,Fria,np00000
af,porfa,aq0000
*,y,cc
vr,con,sp000
pr,hielos,nc0p000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
vr,Manda,np00000
vr,me,pp000000
-,2,z0
pr,promos,nc0p000
af,porfa,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Cambio,np00000
*,de,sp000
-,700,z0
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Si,cs
af,porfa,aq0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Gracias,np00000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,pp000000
vr,manda,vmip000
vr,me,p0000000
ad,uno,di0000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
*,Que,cs
ad,mas,rg
pr,promos,aq0000
vr,tienes,vmip000
-,-,-
-,-,-
-,-,-
-,-,-
-,-,-
af,Ok,pp000000
*,y,cc
*,no,rn
vr,dan,vmip000
